ASV,Confidence,Kingdom,Phylum,Class,Order,Family,Genus,Species,,,,,
0cd86c3b893847fce95ef027c46e7219,0.997645018,Eukaryota,Cercozoa,Chlorarachniophyta,Minorisa,uncultured eukaryote,,,,,,,
2a0eec571cd400026e22e3c7a763ee7c,0.997948707,Eukaryota,Cercozoa,Chlorarachniophyta,uncultured,Uncultured Cercozoa,,,,,,,
c2cee0693bbe9f134d2d7c5951a21a7c,0.999496688,Eukaryota,Cercozoa,Chlorarachniophyta,NOR26,uncultured marine eukaryote,,,,,,,
b40a5ba7b262ce5ad196c5f7790fd214,0.999617255,Eukaryota,Cercozoa,Chlorarachniophyta,NOR26,uncultured marine eukaryote,,,,,,,
3f6bee15af3dba1437244faf16b08e9b,0.999756281,Eukaryota,Cercozoa,Chlorarachniophyta,NOR26,uncultured marine eukaryote,,,,,,,
7d8b03e0b1941c39e937b17bf78e654f,0.999817662,Eukaryota,Cercozoa,Chlorarachniophyta,NOR26,uncultured marine eukaryote,,,,,,,
ee986d64c75709d2f02cface842f7add,0.999849927,Eukaryota,Cercozoa,Chlorarachniophyta,NOR26,uncultured eukaryote,,,,,,,
c46c9041a0616bc85e9447dd9e882753,0.999882579,Eukaryota,Cercozoa,Chlorarachniophyta,uncultured,uncultured marine eukaryote,,,,,,,
9e5ebd24cab6cf5f7dec1c346203b92a,0.999909862,Eukaryota,Cercozoa,Chlorarachniophyta,uncultured,uncultured marine eukaryote,,,,,,,
ef02ec533dd6dbc9ee92729a4556acc2,0.999910037,Eukaryota,Cercozoa,Chlorarachniophyta,uncultured,Uncultured Cercozoa,,,,,,,
50694fb4e83b52b92c0d865dad2d7578,0.999939752,Eukaryota,Cercozoa,Chlorarachniophyta,uncultured,uncultured marine eukaryote,,,,,,,
5b8f7022554ea5ab68d30b4291e9f09b,0.999988295,Eukaryota,Cercozoa,Chlorarachniophyta,uncultured,uncultured eukaryote,,,,,,,
182ed19d2d85c08ba691bb9e55e457c1,0.99999884,Eukaryota,Cercozoa,Chlorarachniophyta,uncultured,uncultured eukaryote,,,,,,,
69f6776dff55ce31924347fe0ea4ead7,0.999999535,Eukaryota,Cercozoa,Chlorarachniophyta,NOR26,uncultured eukaryote,,,,,,,
eb0c717aa6aec566cf4d89e835b03fb8,0.99999977,Eukaryota,Cercozoa,Chlorarachniophyta,,,,,,,,,
57eba9523bf44d6d313b657a8386845b,0.999999993,Eukaryota,Cercozoa,Chlorarachniophyta,uncultured,uncultured eukaryote,,,,,,,
ab6fad9ba8f1c5c5a1a9540eaf2819a2,0.999999999,Eukaryota,Cercozoa,Chlorarachniophyta,uncultured,uncultured marine eukaryote,,,,,,,
aff837b07e3a4fb776b1b5ceec035f6e,1,Eukaryota,Cercozoa,Chlorarachniophyta,Minorisa,,,,,,,,
a1252a431ed3f3a58747fdc660c75df4,1,Eukaryota,Cercozoa,Chlorarachniophyta,Minorisa,,,,,,,,
9900ebe0fa9b4129caa09daefcb691f8,0.97214885,Eukaryota,Cercozoa,Cyranomonas,Uncultured Cercozoa,,,,,,,,
b3cdf3a71c380a4f97ec02a31ece78d2,0.982712675,Eukaryota,Cercozoa,Cyranomonas,uncultured eukaryote,,,,,,,,
493283f636035bde88d58a0b13a560de,0.988832645,Eukaryota,Cercozoa,Cyranomonas,uncultured eukaryote,,,,,,,,
ded818ab98ea0009ccb30ee312c5fe4d,0.989691044,Eukaryota,Cercozoa,Cyranomonas,Uncultured Cercozoa,,,,,,,,
8af775fc8230b33c29e0729c1b6467f9,0.991077163,Eukaryota,Cercozoa,Cyranomonas,Uncultured Cercozoa,,,,,,,,
830cdad2aa4d3b8b8bc81abc643881a8,0.991887674,Eukaryota,Cercozoa,Cyranomonas,Uncultured Cercozoa,,,,,,,,
4e2903916290880d1f973e3f43c0da2a,0.993942617,Eukaryota,Cercozoa,Cyranomonas,,,,,,,,,
96c414b7a22a0819aec9f7b8a1999dd0,0.999562475,Eukaryota,Cercozoa,Cyranomonas,uncultured eukaryote,,,,,,,,
50b556a845c9a94f379fec38806c37a0,0.999954806,Eukaryota,Cercozoa,Cyranomonas,uncultured eukaryote,,,,,,,,
a6309482cb90e537da133b011f893848,0.999957156,Eukaryota,Cercozoa,Cyranomonas,uncultured eukaryote,,,,,,,,
9111d9ff265dfd7871b934f228d61ab4,0.9999999,Eukaryota,Cercozoa,Cyranomonas,Uncultured Cercozoa,,,,,,,,
7075af16a023d34005357fe3a1dbb66f,0.999999997,Eukaryota,Cercozoa,Cyranomonas,Uncultured Cercozoa,,,,,,,,
d4cb15965478f41b992083d91c0a15dc,0.999999998,Eukaryota,Cercozoa,Cyranomonas,,,,,,,,,
5476cb2b6bbb51effbd508944b5f1cbf,0.986434317,Eukaryota,Cercozoa,Glissomonadida,Heteromita,Uncultured Cercozoa,,,,,,,
53e7e0f564ec2f89f81c87257d27b8a2,0.9978686,Eukaryota,Cercozoa,Glissomonadida,Heteromita,Cercozoa sp. WA4ap126t6pLS,,,,,,,
0d25eb70ae15d76476557d9ef2ab45b8,0.999999467,Eukaryota,Cercozoa,Glissomonadida,Heteromita,,,,,,,,
e6caf127eeed0c2a744270aa2a213b6a,0.999999846,Eukaryota,Cercozoa,Glissomonadida,Heteromita,,,,,,,,
c9a55a3d40e39bec0b9b03beabf83b96,0.976896501,Eukaryota,Cercozoa,Granofilosea,Massisteria,Massisteria marina,,,,,,,
4425e95514666a1abc28d75d03be74d3,0.979874256,Eukaryota,Cercozoa,Granofilosea,Massisteria,Massisteria marina,,,,,,,
1f8e9f5caee0236830c3f92d830af352,0.98111254,Eukaryota,Cercozoa,Granofilosea,Massisteria,,,,,,,,
b38442dd90975586b42ecd8ddcfbadf5,0.991211688,Eukaryota,Cercozoa,Granofilosea,Massisteria,Massisteria marina,,,,,,,
03b8bd45958f14eefff5dab56426744e,0.991363838,Eukaryota,Cercozoa,Granofilosea,Massisteria,marine metagenome,,,,,,,
50bc25f19c914d1a10d312a32c942224,0.992498357,Eukaryota,Cercozoa,Granofilosea,Massisteria,marine metagenome,,,,,,,
9076916eeedbf2431f23745a4cd5a134,0.995811074,Eukaryota,Cercozoa,Granofilosea,Massisteria,Massisteria marina,,,,,,,
b94502663973789336910f6719b838ef,0.996715727,Eukaryota,Cercozoa,Granofilosea,Massisteria,Massisteria marina,,,,,,,
b72e9d3a3627f67289a9cfe2259f7e8c,0.998632731,Eukaryota,Cercozoa,Granofilosea,Massisteria,Massisteria marina,,,,,,,
3921fb075e74ed5d1647ba91a3842cd3,0.999209079,Eukaryota,Cercozoa,Granofilosea,Massisteria,Massisteria marina,,,,,,,
7cb497641527538eea4f9391805e808f,0.999219304,Eukaryota,Cercozoa,Granofilosea,Massisteria,Massisteria marina,,,,,,,
8383d46bcf1257871f60a5c91ddc1fe1,0.999761385,Eukaryota,Cercozoa,Granofilosea,Massisteria,,,,,,,,
2d2d20a8c57181ea5e1a5537ba4ad27b,0.999878854,Eukaryota,Cercozoa,Granofilosea,Massisteria,,,,,,,,
106e320ee8396df31de74f951dda89d4,0.999999917,Eukaryota,Cercozoa,Granofilosea,Massisteria,,,,,,,,
32c8f9b5d7e631523591bb2d0561f459,0.999999963,Eukaryota,Cercozoa,Granofilosea,Massisteria,,,,,,,,
d30e15682f748fcfa6b9df6b540fea88,0.999999991,Eukaryota,Cercozoa,Granofilosea,Massisteria,,,,,,,,
6b9302f01faf6c6c82424ac3db965992,0.999999992,Eukaryota,Cercozoa,Granofilosea,Massisteria,,,,,,,,
ec11c40418ca5129b0be6d788e3a290a,0.971160339,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,uncultured eukaryote,,,,
6578eed74ac64e14b6a21d8358d423fa,0.973212156,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,,,,,,
4243dd2f47cf72afd864d429cdbf34b9,0.973662464,Eukaryota,Cercozoa,Imbricatea,Marimonadida,Pseudopirsonia,uncultured eukaryote,,,,,,
6f0bdec41f4e1f682408456b52dbf9db,0.97469119,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,,,,,,
79c4c249e6cdefb93c7f2f985802e179,0.975713424,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,,,,,,
bc7e649572b55c81881877570af8e2a5,0.97707658,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,,,,,,
e029e8afb50ebe7a0602cc21d0a13c40,0.979328237,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,,,,,
dcc9a9e045b7e598ea7b49601d33e9e3,0.979697276,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,,,,,,
0a38b786637d294aedb27c25f9349596,0.981412318,Eukaryota,Cercozoa,Imbricatea,,,,,,,,,
b74abcd85d776d81514ccefdba013e98,0.981750029,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,,,,,
499c83848333d8aa9756f0735af905c0,0.984342624,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,,,,,,
a3571f851dfa9b1c1084d96fc877e433,0.98523916,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Peregriniidae,D2P04A09,,,,,
6856ea6c5e28cc44db76e5b63f9c8d18,0.985395311,Eukaryota,Cercozoa,Imbricatea,Marimonadida,NAMAKO-15,,,,,,,
9f5a797204f072aa8c395663c69fe5f5,0.985745324,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,,,,,,
a13a3986bbbad6234980b4cebc064a24,0.985891659,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,Allas,,,,,
5348bbe726bc31112b60b2841d7785e3,0.986370048,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,,,,,,,
efe6cf0493fe3dcd011b8b9fa04442c2,0.987070917,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,,,,,
c4ad728ecfc9f0c4b9441ae1043ea398,0.987308309,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Peregriniidae,D2P04A09,uncultured Rhizaria,,,,
223ea6b10041cf105be9f2ec5303f484,0.98756334,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,uncultured eukaryote,,,,
e2f5c0d9ab702dc1e259ceae5ab422d6,0.988915003,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,,,,,,
be87398f43b33d6625d03c8438b6d570,0.98918671,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,uncultured eukaryote,,,,
a2d86c766a333a0c7529a2fd6c2cb3dc,0.989604819,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,,,,,,
b8e07028b3d42a1f0cf9c15a9355b93f,0.99067802,Eukaryota,Cercozoa,Imbricatea,,,,,,,,,
5e6eb6ef5554690bbfa2a388780fc371,0.990691734,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,uncultured,Cercozoa sp. CC-2009b,,,,
4f8dd1cce3012025d2cba392097d8664,0.991242366,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,Thaumatomastix,uncultured Thaumatomastix,,,,
2e5a244aadb824c43b3cb726fa3d8cbc,0.991425377,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,,,,,
044c9f779661d2cbd0ef8c13c3c0f309,0.992832672,Eukaryota,Cercozoa,Imbricatea,Marimonadida,Pseudopirsonia,uncultured eukaryote,,,,,,
2dedcc94fcf78b8c015ee1044b597619,0.992843544,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,uncultured eukaryote,,,,
d14218eb4d18a94987eb12afa8e25902,0.992921978,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,Thaumatomastix,uncultured Thaumatomastix,,,,
896347238bf34c150a3f3eafcb4581f3,0.993053698,Eukaryota,Cercozoa,Imbricatea,Marimonadida,NAMAKO-15,,,,,,,
fc19b54bf6fa489b78347c5dc320dfbe,0.993104514,Eukaryota,Cercozoa,Imbricatea,,,,,,,,,
0821b9d31f4d88d1a6c1a603800b3002,0.993117049,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,Thaumatomastix,uncultured Thaumatomastix,,,,
e6676e14c07bb269248f1db4df3352b3,0.99320635,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,uncultured eukaryote,,,,
b2dc9bdeca94c4f0757e8450b958d94f,0.993619255,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Cyphoderiidae,Cyphoderia,Uncultured Cercozoa,,,,
a348fd44a1e3e7eb5f8bf9e390d6ad87,0.993940666,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,uncultured,Cercozoa sp. CC-2009b,,,,
a7c8ca87b7816fe3b43be1d16169e411,0.994409295,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,uncultured eukaryote,,,,
0a549a7db7d62528088a3e0e66894998,0.994548174,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,,,,,,
8bb252dd5d4a7faa835a237a961937f0,0.995361449,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,uncultured eukaryote,,,,
a4bd65aa2598842dbf16cc11170d2ead,0.995654251,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,uncultured eukaryote,,,,
46032bb71c0365439b3ec8de4b7282f8,0.9956707,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,uncultured,Uncultured Cercozoa,,,,
27594d9a57c554b70f1fe5963905acf4,0.995992197,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,uncultured eukaryote,,,,
db7079786220fcc92640bff4fd85f6a4,0.99660271,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Peregriniidae,D2P04A09,uncultured marine eukaryote,,,,
fb05775ab7633aa2fa1da1ef1000c37b,0.996740669,Eukaryota,Cercozoa,Imbricatea,Marimonadida,Pseudopirsonia,,,,,,,
c96e89d7c9ce2826153af984e887b14c,0.996792324,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,uncultured eukaryote,,,,
7ff21649c11a44a5d254ef0405e32019,0.9973936,Eukaryota,Cercozoa,Imbricatea,Marimonadida,Pseudopirsonia,uncultured Rhizaria,,,,,,
5772d3249ded900d704fa2d423f8affd,0.997620707,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,uncultured,Cercozoa sp. CC-2009b,,,,
3515255c00f0a41e2d10134ac92325e1,0.99784908,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,Allas,uncultured marine eukaryote,,,,
814013e29f25c0b8bdf5ab89b5eda7f5,0.99798737,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Cyphoderiidae,Cyphoderia,Uncultured Cercozoa,,,,
d3e4f1b29d5a389b4be082be2ac1d6b3,0.99804433,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,uncultured,Cercozoa sp. CC-2009b,,,,
1c51a5974dfde51cf390cda2917ddbe1,0.998230136,Eukaryota,Cercozoa,Imbricatea,Marimonadida,Pseudopirsonia,,,,,,,
951b270dd19ab8e6d8783170beafa07a,0.998247545,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,uncultured,Cercozoa sp. CC-2009b,,,,
82394c6bd9e9b20c4f734b809631784d,0.998259179,Eukaryota,Cercozoa,Imbricatea,Marimonadida,Pseudopirsonia,uncultured Rhizaria,,,,,,
540deae4c4dad39878feabcd13805d9e,0.998335585,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,uncultured eukaryote,,,,
5054e3d8b86fa1044b9d6aad16a8748f,0.998647868,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Cyphoderiidae,Corythionella,Corythionella minima,,,,
1742700edf4d7156f475616073a76580,0.998667248,Eukaryota,Cercozoa,Imbricatea,Marimonadida,NAMAKO-15,uncultured marine eukaryote,,,,,,
8948a9b21ba08007d7515e56942d9ff7,0.998671852,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,uncultured,Cercozoa sp. CC-2009b,,,,
1f535ed545006c573915bc24fbec5d90,0.998810542,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,uncultured eukaryote,,,,
587c17ce6addb28b9caae1a86d93097d,0.99896654,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,uncultured,Cercozoa sp. CC-2009b,,,,
9a233d7638a16d122908a3ff80a22b46,0.999047541,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,uncultured,Cercozoa sp. CC-2009b,,,,
ffdc887013dbc4d2499447ed8142cda2,0.999196946,Eukaryota,Cercozoa,Imbricatea,Marimonadida,Pseudopirsonia,uncultured eukaryote,,,,,,
22faa367d634cdbbd280ea5d3f2385d2,0.999366128,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,uncultured eukaryote,,,,
010fc08ae38cf40c61c78665ef9ddb23,0.999502328,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Peregriniidae,D2P04A09,uncultured marine eukaryote,,,,
24e99026c4cc90e81f48bebee48184c7,0.999514201,Eukaryota,Cercozoa,Imbricatea,Spongomonadida,Spongomonas,uncultured marine eukaryote,,,,,,
8d6d1c7659fb9231d3a2c8395cad76a9,0.999541047,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,uncultured eukaryote,,,,
18fd830952244869547bb854d26a1547,0.99973624,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,Allas,uncultured marine eukaryote,,,,
75520b5a1dc7f7c53319825abde200b1,0.999753253,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,uncultured,Uncultured Cercozoa,,,,
f559760fdc8458d90d71cf094e7c2a8b,0.999819878,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Peregriniidae,,,,,,
947d9c9f0b763978cc04992426b04d4b,0.999832428,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Peregriniidae,D2P04A09,,,,,
2de2157c31f9f378b9f314e3b19e9263,0.99985335,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,uncultured,Uncultured Cercozoa,,,,
166fc6cf7f7ba46219d9de9b69d1c10c,0.99987759,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Peregriniidae,,,,,,
8a8ffdaefab40c0acfd8d2a16d31b0da,0.999903727,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Cyphoderiidae,Cyphoderia,Uncultured Cercozoa,,,,
6381539858c0b752c9edfedecd073f63,0.999917907,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,uncultured,Uncultured Cercozoa,,,,
8918f679a7bd852268409cc8fc271cc2,0.999919385,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Cyphoderiidae,Cyphoderia,Uncultured Cercozoa,,,,
b201c5e7dea938d98f65c0ebff6ae333,0.999938907,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,uncultured,Uncultured Cercozoa,,,,
9b67526ec0106a6acd2c08e5b7517efa,0.999940825,Eukaryota,Cercozoa,Imbricatea,Novel Clade 3,Uncultured Cercozoa,,,,,,,
e5629f0a7c1ad43da0e17e3730a3b3b3,0.999970814,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,uncultured,Thaumatomastigidae sp. 1 JMS-2012,,,,
28b554fcc0bd64b60291bb5114b1c13e,0.999973152,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,Cercozoa sp. YPF501,,,,
833863e18995b83caad81f09aabc3630,0.999976159,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,uncultured eukaryote,,,,
9cb5dbf3d727a769e4fcf8791fda14cd,0.999980583,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,Cercozoa sp. YPF501,,,,
3a02182c7e0d37dc912f814aaf6a06cc,0.999981308,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,uncultured eukaryote,,,,
1945e015a315a19952ce1611c6a81825,0.999987559,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,uncultured,Uncultured Cercozoa,,,,
ef2771a5ab6fc50152c4648776b279e8,0.999991575,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,uncultured,Uncultured Cercozoa,,,,
ba478d6c9e8d13188030fe315aae341a,0.999992689,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,uncultured,Uncultured Cercozoa,,,,
b7d89ad92aef0c7432f0668806f9fa13,0.999994863,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Cyphoderiidae,Cyphoderia,Uncultured Cercozoa,,,,
9d145171c4087352ea55c49c77e88791,0.999995376,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Cyphoderiidae,Cyphoderia,Cyphoderia littoralis,,,,
c13f207ae4d1e8f6f9a2377d568ef96d,0.999996365,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Cyphoderiidae,Cyphoderia,Uncultured Cercozoa,,,,
f14aec88f8ea8dd49eeb8f947697fdbd,0.999996372,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Cyphoderiidae,Cyphoderia,Uncultured Cercozoa,,,,
8c0156c05ad728069553f9ecb94bd3da,0.999997007,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Cyphoderiidae,Cyphoderia,Uncultured Cercozoa,,,,
d5caf00c7549c3f245044a31cd52a875,0.999997752,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,Thaumatomastix,,,,,
5dd336382328073ae9c153af19ab5ab1,0.999997829,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Peregriniidae,D2P04A09,,,,,
0b78307be05760cb432fb95e3d435b4b,0.999998075,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,uncultured,Uncultured Cercozoa,,,,
7a6ed94ca9c1afee69b46f237608747e,0.999998456,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Cyphoderiidae,uncultured marine eukaryote,,,,,
9940b9c7f1cc4f3e31647ab1e5946ea6,0.999998734,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Peregriniidae,D2P04A09,uncultured marine eukaryote,,,,
6483103c477aef552e13fcf15b2f1ce6,0.99999875,Eukaryota,Cercozoa,Imbricatea,Nudifila,uncultured marine picoeukaryote,,,,,,,
b83bb246788b64a2924dc5293b8969a3,0.999998775,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Cyphoderiidae,Cyphoderia,Uncultured Cercozoa,,,,
508f3a77ccc287230e15140ea5113567,0.99999882,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Peregriniidae,CCe,Cercozoa sp. CC-2009e,,,,
9d04950c97128540ad844cae52482bac,0.999998904,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,uncultured,Cercozoa sp. CC-2009b,,,,
719f3ac8649ae179ba67eeb5a65f5b41,0.999998959,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,Thaumatomastix,,,,,
5a41945688f6e5dff6391383cda2bc12,0.999999223,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,uncultured,Uncultured Cercozoa,,,,
e1fe7f338a05f546ea924c21048ae6ec,0.999999341,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,uncultured,Cercozoa sp. CC-2009b,,,,
89bfa0118a2868a4b4e689e0fe09e4cc,0.999999501,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,uncultured eukaryote,,,,
bb99ba224b869f7bad1f6b5c94089e71,0.999999577,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,Cercozoa sp. YPF501,,,,
58787c97647c0af88cc0602e6ab62f81,0.999999593,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,Cercozoa sp. YPF501,,,,
96ec9e803ee25be6a0a49af1fc6aa48d,0.999999615,Eukaryota,Cercozoa,Imbricatea,Novel Clade 3,Uncultured Cercozoa,,,,,,,
96bcfcb3b477f131e4fc980e40e606a3,0.999999702,Eukaryota,Cercozoa,Imbricatea,Marimonadida,Pseudopirsonia,,,,,,,
c0628d16dcbed2db1c0e851de067f8b3,0.99999972,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,uncultured,Uncultured Cercozoa,,,,
fdbe0ea67c74890305735e4bb3a50bca,0.999999739,Eukaryota,Cercozoa,Imbricatea,Nudifila,uncultured marine picoeukaryote,,,,,,,
978467627fbd90d5c3151890cdd86c9c,0.999999753,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,Cercozoa sp. YPF501,,,,
6b8a1479f3c7f1beca86b4958e2ff26c,0.99999979,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,uncultured,Uncultured Cercozoa,,,,
ddd9331943b6caf9e4a6bc0ea566e096,0.999999845,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Thaumatomonadida,Thaumatomonadidae,uncultured,Uncultured Cercozoa,,,,
aec9293c3db7d893ae754d49746e32bf,0.999999883,Eukaryota,Cercozoa,Imbricatea,Silicofilosea,Euglyphida,Paulinellidae,Paulinella,uncultured eukaryote,,,,
0ace30d074b64adcaa32acbaca67dfe3,0.999999894,Eukaryota,Cercozoa,Imbricatea,Novel Clade 3,Uncultured Cercozoa,,,,,,,
